Cov1,Cov2,Cov3,Cov4,Cov5,Cov6,Cov7,Cov8,Cov9,Cov10
0.45,-1.5,-0.219688765008968,1.70707966045298,0.247911279223357,0.657403003325556,1.46373813276613,-0.834169918527125,-0.930140140187012,0.953811666669429
0.5,-1.5,0.566831820779146,-0.0711851208675093,0.928086437205852,0.173314666371475,-0.882815140671955,-1.51598204699644,-1.52867469358656,-0.873319230398113
0.55,-1.5,1.55745868189351,0.966869949305412,0.508661469925475,2.54497711817097,-0.568611675576504,0.247577541851504,-1.7407234376269,-0.578072244077157
0.6,-1.5,0.193933613091696,1.3492203701664,-0.192468457175603,0.414363589473337,0.886947380099059,0.341776430791645,1.0282713345902,0.783504813242879
0.65,-1.5,-0.890895740465408,1.34549244716357,0.237389120515201,-0.674052224783954,-1.98743824525301,1.04166029091295,-1.14640621235936,0.729046668076427
0.7,-1.5,-0.836144352794279,-0.582944054196735,2.41593112847927,0.969760675098914,-0.0873468249683204,0.746900294432973,-0.038645011938802,-0.142773158205667
0.75,-1.5,-1.3800703729897,0.371205184048268,1.81058922111319,-0.879283336649791,-0.174919357041246,-0.318572850713774,0.701410234693273,-0.585632835073299
0.8,-1.5,-0.561683125231509,0.38183385276322,-0.873693162540604,-0.345681226194949,-0.0364593129889888,0.371620761497343,-1.55466743680397,-0.0388538099910819
0.85,-1.5,-0.478507238515796,0.14830022715753,0.59884902610618,-0.740851336599916,-1.66429815190051,1.83913691476364,1.38850631808024,0.737276247898192
0.9,-1.5,2.8296915093998,-0.212705395330009,-0.622813414647977,0.44329260643415,1.08139223882438,0.176143674888672,-0.674549828892019,-0.0566359574095707
0.95,-1.5,-0.301606857566775,-0.449587846720451,0.556044684924188,0.219354374699744,-0.944134434108754,-0.0777822662975414,0.690363954584993,0.168780401410667
1,-1.5,0.75675753691984,0.392744814753171,0.584405491290652,0.532435517241431,0.141749130532819,0.0765491437812899,-0.48435651914276,0.661379583172913
1.05,-1.5,-1.37475428836845,-1.86555430534838,-1.35035168630695,0.0131940226500936,0.526141957721863,0.546368069604215,-1.11852762578568,-0.744499266579334
1.1,-1.5,-1.5877320736909,-0.137090356445671,-0.821809346676456,-0.0970776461867247,0.0724516912825129,-0.420753161375704,0.110602196117698,-0.33954541908584
1.15,-1.5,-0.610364901562998,0.688369337173069,-0.587163399806573,0.474797567165889,-0.767652191304172,-0.120165188177625,-1.51145101715922,-1.58977570308807
1.2,-1.5,0.793361189281811,1.21559611363058,-1.24081208297134,-1.70735489150689,-0.76996163869504,0.453632650351364,-0.820247633449851,1.16678353641398
1.25,-1.5,-0.387253969286859,-1.2967149245362,-0.991355537215032,1.71854135580626,-1.75234709108337,0.87042389698078,-0.690577717469286,-1.90621535805453
1.3,-1.5,0.740882395041719,2.33276365392816,1.27629376948888,1.43414636731391,0.204925745870344,0.862032254655848,-2.27233005946949,1.26621311985876
1.35,-1.5,-0.103079664181601,-0.233842284073705,-1.08955466802844,1.40399866138842,-0.567505210122383,-0.843403944453101,0.330701842986889,0.671449688149898
1.4,-1.5,0.120127949623344,1.47488818206942,-1.27016197179456,-0.190260579677833,0.056556814954309,-0.00266989746148098,-0.217020098702941,-0.113921963667967
1.45,-1.5,0.836110057193378,-1.16081764094434,-0.503457216379015,0.0783368770093094,0.0698653778526711,-0.601616043257244,0.456160353094807,0.0834074321414329
1.5,-1.5,-0.122183138318335,0.505138787929086,-1.32421013651559,0.957409289554955,0.991956480156392,-0.564109349646606,2.08475100878908,-1.99083268281509
-1.5,-1.45,0.51811311889191,-0.618626746157672,0.29975737115202,1.04538394050799,-1.67112092728713,-0.169759498569183,-0.39130539782653,-0.199078161634834
-1.45,-1.45,-0.162973869798854,0.636523527043992,0.0752802023305083,0.216013971855042,0.275758499919919,-0.28034585372112,0.452399288902241,-0.0386796001517798
-1.4,-1.45,1.06377545837341,0.686106590226728,-0.220934829328055,0.262056895737637,-0.410863998728544,-1.13152737658027,-1.55105249389873,0.0481186284949792
-1.35,-1.45,0.445857552290824,0.292704113285255,-1.39235930743527,0.224891268649753,-0.43592796438217,1.44598642918796,-1.45920536870584,-1.46560070913181
-1.3,-1.45,0.892427839503636,-0.244772436846111,-1.31236994064773,-0.798721784449579,0.7126182471439,-0.611041283487979,-2.79148266082871,-0.891005484203937
-1.25,-1.45,-0.568201205176839,-1.89802094666701,1.44665376225321,0.0399209585628438,0.669810684982841,-1.21106115533039,-1.15965476460149,0.0267860675035326
-1.2,-1.45,-0.0365262226953509,0.9491749944736,-0.151454481186571,0.758370042205901,-0.79071864797365,2.65773667053454,0.181922619175044,2.01294724388726
-1.15,-1.45,1.2865578165353,1.10214432483243,-0.738135261765132,2.8042561075413,0.558205511058387,-0.624771373830467,-1.34385163418651,0.0572598005238503
-1.1,-1.45,1.08604045792144,0.15688234455844,0.233160962875308,-0.103925034410282,-0.772793229944148,1.33038185800267,1.62134402039878,0.441758871630456
-1.05,-1.45,0.834062553425336,0.913974264964147,-3.01847388895268,-0.414740252367739,-0.290876047910774,0.596059910894672,-0.59483856007456,-1.70830382317493
-1,-1.45,1.26032249201625,0.396499138515121,-0.0102039042833185,0.568260037106965,-0.376572381758362,-0.320806152728986,0.213982173230475,1.02135759744881
-0.95,-1.45,0.972845380269194,-1.55094065894928,0.24768929819259,0.696718237006096,0.831979578644525,-0.274080363353144,0.831902599426375,2.20960830296552
-0.9,-1.45,0.913321332151059,0.34982133563852,1.44054370438735,0.514428505044353,3.02483924172834,0.832135639750432,-0.518979093076559,0.00993146815371104
-0.85,-1.45,1.13669943783668,-0.456193549391778,0.844169203115475,-0.677049287868992,-0.428770241736379,0.747878508890266,-0.527667056282466,0.4095593314863
-0.8,-1.45,0.171787516705261,-0.208102791541757,-0.327928753986533,-0.685417796567205,-0.695229519708649,2.18054256105215,-0.967759831220332,0.988770064391388
-0.75,-1.45,-0.719383262246811,0.375066279230827,-0.764447579948922,-1.26816911324214,0.942729260353529,-1.56143115341146,-1.26240725819614,-0.732776477290782
-0.7,-1.45,0.809027363937728,-0.144469934844217,-0.875407240329375,-0.143235266112982,-1.53824232311699,0.342181669796411,0.885034953032865,-0.718596923489853
-0.65,-1.45,0.577001049812455,0.114833444275601,-0.513472415314966,-0.502724763632789,-0.140844279658137,-1.2427331178655,1.38563323472654,-0.00903169192023619
-0.6,-1.45,-1.15091854752208,0.333105613978671,-0.749753018452041,0.492073220947977,-0.61120077789477,-0.01689537278624,-2.24455367446849,0.595309814848939
-0.55,-1.45,-2.23270867687298,-1.20643624749364,1.54412619277344,-0.751271898178867,0.666841577354047,-1.05439120535721,0.0504352686742233,-0.604874509344435
-0.5,-1.45,-2.85954404786357,-0.0125256556522031,-0.401927981772979,-1.45544866171527,-0.147548223210829,-0.777929661209658,0.144993758880017,-0.913328285005494
-0.45,-1.45,-0.0116912425337065,1.90525124797804,-0.0611967520141385,-0.394936007670929,0.154663276610905,-0.26538361524602,2.48749680282104,1.119220052809
-0.4,-1.45,0.0332649664746104,-0.460524149853646,-0.181214663933269,-0.899471561800248,-0.839253615927167,0.152469642212068,0.475242001676766,-0.367548234400331
-0.35,-1.45,-0.632733823959368,1.13626312013055,0.129354765435428,0.231822203412855,-1.4921067519001,-0.717991815897572,0.00929288626715117,-0.108211495692242
-0.3,-1.45,-0.480132939666438,-1.63764004271298,0.236277315050449,0.513023338971866,1.04508942471818,-0.213472614251468,0.746665257262636,-0.0566028065643053
-0.25,-1.45,-1.46826562471942,2.19782174041573,-0.760093188817376,-1.09005415642437,-0.346050106491911,2.07304663618616,0.022666217019401,-0.885763593571295
-0.2,-1.45,1.40190678622556,1.36404393612217,-0.412457554204305,1.37920880055207,0.899310131748644,-0.91483829968459,-0.115566009228978,0.401105306493687
-0.15,-1.45,0.233320629073361,0.802594870158793,0.759361768831186,0.292655113487254,0.423919098058724,0.58998887506091,-0.593390796373657,0.157189436693962
-0.0999999999999999,-1.45,0.220352321326059,-0.0424569253732918,0.168222266453685,-0.461641852721699,0.255707022726442,-0.186504913195012,0.691927057472651,0.834696870947397
-0.0499999999999998,-1.45,-0.59662165131837,1.05403652124817,-1.28923955381215,1.06412431574948,-0.0759409692417531,-0.945223676431799,-0.988573335608564,-0.324710752717592
0,-1.45,-0.926309175546889,0.383089026000666,1.89992344166567,-1.6812913534062,-0.947887223318418,0.318451577585213,-1.30014426657656,-0.47358924921151
0.05,-1.45,-1.34794822592579,-1.20643505547592,-0.859341117525813,0.0964692113046531,-0.375034023168698,-0.100320351363439,-1.65465024977374,-0.942457994859069
0.1,-1.45,-1.24604049870505,-1.34912555709624,1.1065625474817,-0.890336676471102,-0.634604428061356,0.794944540724986,0.424117751774003,0.589403005381943
0.15,-1.45,-0.39102729378811,-0.599783797424836,-1.39338903040898,-0.308966951528894,-1.32166977044175,1.38606588073885,0.160696355649157,-1.14664428188577
0.2,-1.45,0.205692395720657,0.313747718556133,-0.263944975156412,-0.785264752425315,0.656191693961896,-0.223824480346256,0.866502450533404,-1.17937424725494
0.25,-1.45,2.64457520661865,-0.438187967704035,0.32594358961679,-1.15611912496924,0.540710334392185,-1.29511575910047,-0.62707605705733,-0.599195001070966
0.3,-1.45,0.0577588837000815,1.5824955595077,0.43005843577768,1.34824753746446,-0.584552908061882,-1.09102371963432,-0.448287969026212,-1.27642272683321
0.35,-1.45,-0.494592450562171,-1.14897027613599,1.37268228272584,1.14633216936646,0.680554807649263,1.5603293636235,1.13609431185948,-0.317942287557845
0.4,-1.45,0.8338218647928,0.0635894154881339,1.05358261790428,-0.194836577062562,-0.118900608353644,0.677261869449437,2.62104867647401,0.271095329481764
0.45,-1.45,-0.336479130127255,-0.997585911328427,-0.28001535128669,-0.90402051046713,-0.344891850447226,-0.723532085531969,0.508772184651767,0.828428241669809
0.5,-1.45,0.748412168413981,-1.41213312859226,1.69756275282217,0.450758476824326,0.753063794994225,-0.172037234970706,-1.72599896486057,-0.744526155486998
0.55,-1.45,-0.30293551600517,0.933767270764974,-0.280617036656546,-0.81015797605852,0.943044005755415,-0.0686770567567391,0.368344805301724,0.635859834846616
0.6,-1.45,0.596050899414598,0.0215005966514473,0.443410119867793,0.703798041137475,0.122077431432934,0.662442753703016,-0.803442350033421,1.07901730373055
0.65,-1.45,-0.124449411318309,-1.72904788346411,-0.626920991540175,-0.781598839213441,1.00211865398556,0.682044913522893,-0.391664398084305,1.00471193604295
0.7,-1.45,0.166658479365628,1.88438681968952,2.21973114961744,0.802437099016679,0.374398484346963,0.891968467176253,-0.0352576881272872,-0.404850146313854
0.75,-1.45,-1.83939383001332,-1.72789092800085,1.1565150086541,-1.44747737466744,-0.440240747025579,-1.47286206826016,0.536113002030133,0.307922782280726
0.8,-1.45,0.224428701529586,-0.900935698911875,-2.63211912728268,-1.26677491803205,-2.23817087920923,-1.50433186224481,0.623968643488098,-0.178337198547409
0.85,-1.45,-0.782322562730033,-1.34380529340555,0.190744491551612,-0.390737124627767,0.166380685513644,0.798569988456237,0.634940012023269,-0.251352051687737
0.9,-1.45,1.26514023387534,0.508684305344666,-0.296341005787503,1.15143294236553,-1.41562586799123,-0.916979865537468,0.882183497558916,-0.864005294781933
0.95,-1.45,1.13542099720294,-1.35731862993028,-1.04203066338586,-0.598644536193923,-1.07661092887169,0.281904111512214,1.70398856138571,-0.436538048838583
1,-1.45,1.65076837839406,0.671558991406682,-1.2866267419316,-0.470155958553046,0.648886320400409,0.424190460818551,1.2860286682414,0.743992398381327
1.05,-1.45,-0.48842927324162,0.144302091150634,-1.19752096968309,-0.0879657629868403,-1.18471769984738,-0.193538261542315,-0.378253039692726,0.390683973557756
1.1,-1.45,-1.53289559524136,0.0617900246263121,-0.4216865658734,1.26407844218986,-0.464482270609537,-0.224665869466535,0.94348564052461,-0.736534669809929
1.15,-1.45,-0.00872255523621792,1.49835380062745,0.19454540452589,0.94927125339119,-0.914047250003894,1.822467920189,0.11961633979178,-0.670810799145047
1.2,-1.45,-0.0104121544809623,-1.02310783228028,1.4805830832816,-0.815467507004079,0.696032835591191,1.04199221500289,0.154045407004867,0.478903830133801
1.25,-1.45,-0.583818195901909,-0.212750259217304,0.292725100648319,-0.130542404408421,1.63833923961491,-1.69080215289238,2.85925206652351,0.508998971000606
1.3,-1.45,-0.539036720101765,0.871496035442811,-1.67507426122836,-0.561903860938224,0.793043552102114,0.165190652356784,0.360762093656109,0.145959385866275
1.35,-1.45,-1.66939355832311,-1.22378886106037,-0.00203914109185049,-0.0717390518097134,-0.657855654705791,1.39786766903354,0.499113364007977,0.51389391241693
1.4,-1.45,-0.673003482765167,-0.956474695494959,-0.332072037832813,0.0443656670285074,0.147234053628716,-0.963642991185098,0.633145494265508,0.972637653104395
1.45,-1.45,-1.04191246714565,0.796468659688855,0.369035301044182,1.36365260670107,-0.670796546781642,1.75513055234389,1.21837012046421,1.17142575335347
1.5,-1.45,0.0701142854376387,-0.850261055729501,-0.178662032062537,-0.0426557718782155,0.992844529567556,-0.250065129379889,-1.34483452186005,-0.227586302320813
-1.5,-1.4,-0.213266307870062,0.854612876088345,1.35821670035009,-2.01477948492892,-0.275560201321001,-0.543624489835022,-1.4650264690661,0.208740988945466
-1.45,-1.4,-0.454159626139321,-1.80109462531911,-1.88320754573743,-0.961756116898651,2.76878297858569,0.66460537180145,1.09775232854599,-1.1185236544133
-1.4,-1.4,-0.699558102715345,-2.39189706339556,0.552052576552275,1.48454376703188,-1.2626596268357,0.750645059889553,-0.732048478664236,0.666264972786764
-1.35,-1.4,-0.452564763369053,0.443508896356272,-0.223357320603401,-1.17413771266736,0.455061115276428,-0.0594033783427177,2.19265669061489,0.242143005445138
-1.3,-1.4,0.519964484572722,-0.0707974102523856,0.324286594666973,0.995697550984123,0.119345219385266,-1.19211766014224,-0.248885282882062,-0.766678892469386
-1.25,-1.4,-1.12121651672228,-0.369163519237718,-0.893543402294919,0.262511644162978,1.54372928587874,0.770705187420191,-0.322043417509807,-2.3002553924841
-1.2,-1.4,0.771968093886298,1.63048968041263,-1.7505090874304,1.18386032720205,0.121478277472757,1.59867457542702,-1.27451846872132,-0.255615808780399
-1.15,-1.4,-1.07854831690316,-1.01692008757819,-0.610667200410202,-0.680413169103094,-0.395910713894012,-0.242280185503629,0.0224959855835058,0.732395523144442
-1.1,-1.4,-1.18093250795084,-1.44751477808189,0.090555711119791,-0.506412696414452,2.05343643498297,-0.654111606493518,0.759230969495272,-2.556725373802
-1.05,-1.4,0.055903058069922,1.3798744823315,-0.998450096061616,0.88527349333831,0.308817518091362,1.32712487764561,-0.368004294218815,0.645009114451542
-1,-1.4,0.176933179087448,-0.942851877499551,-0.263680323619766,-2.08931475299921,-1.07191617090305,-0.610887684061193,0.846819763407619,-1.30739086871237
-0.95,-1.4,-0.880153360184691,-0.669731222400674,2.79606353252191,1.0073465974062,-0.0951840658642734,-0.390367116649694,0.0959654681114794,-0.247546967956168
-0.9,-1.4,0.962791832031894,1.68720597492697,0.443670924331876,0.81470036987644,0.279860390525494,0.630855661026697,-1.2958858387226,0.157327580783638
-0.85,-1.4,-1.59512488469307,1.24445745140004,0.33175884694509,0.374765967497792,1.08014545656269,-0.671000078287242,0.39772168581639,0.00108909365450587
-0.8,-1.4,0.494500105637518,1.50484056494639,1.74846217266579,0.88480326245127,0.26791067928707,0.499548996391004,-0.0293849135855956,1.51859616181739
-0.75,-1.4,0.989333901357144,-0.654723782967937,0.0836139647899654,-1.2297333263624,0.290433550400971,-1.4574837950577,0.291990007690898,0.320922103991822
-0.7,-1.4,0.0342082245478835,-2.10223664283517,0.588532721841384,1.57777607187653,-0.659928821560723,-1.50199709376468,-0.213575047351042,-0.798357260925176
-0.65,-1.4,0.569099813127979,0.589586691662366,-0.15353701055518,-1.93220685316299,0.756552750600266,-0.85577245211959,-0.22481828635462,-0.532913600009906
-0.6,-1.4,-0.293807279723147,0.77655948601837,-0.236651334499775,-1.95838198259582,0.507161555037348,0.605063119014002,0.0872951221424598,0.808846615357514
-0.55,-1.4,-0.653044534054682,-1.35116732207814,1.20816421500111,0.329515644569415,-1.79808088181766,-1.25037552651253,-0.512445534668327,-0.180026438755282
-0.5,-1.4,2.38512379243806,0.0744827528408116,1.63553158830588,1.9680877190192,-0.595863532464978,-0.869380711546363,-0.255694068160689,0.690543770468561
-0.45,-1.4,0.911596970769284,-1.87777030001392,-1.07194105010961,-0.515713376067589,-0.777250939248881,-1.40609682066934,-0.570560394792736,-0.67291849498536
-0.4,-1.4,-1.33448348950496,-1.33862700579184,0.163798295434028,0.718677068678748,-0.554322725803043,1.19420949488435,0.0554796981533614,0.490602682049716
-0.35,-1.4,0.298360338700262,1.44742843778953,-1.84596008600455,0.383565699767885,2.17227449161789,1.67469925214014,0.71482927318168,-1.64711731052626
-0.3,-1.4,-0.819217145190787,0.436112606101054,0.315890580689407,-0.945235035709651,-0.55300517702157,-0.605652519010982,-0.19840517567281,-1.26939232375754
-0.25,-1.4,0.181190643894348,-0.179572727597394,0.914448925853244,-0.345761697320338,-0.686687026258551,0.198968723041525,-0.569577131959602,-0.133496511857524
-0.2,-1.4,0.38242384512399,-0.503103616993565,-1.15801470081577,-0.468736739402829,0.220184619951361,0.282261140878086,-1.03249180768865,1.17578050809108
-0.15,-1.4,-0.01469333720224,0.0638946391863957,0.231894755926594,-0.829964525877291,-0.06453604715784,-1.05974249554861,-0.504024273691485,1.61306797598151
-0.0999999999999999,-1.4,0.233015504381784,0.643765492305653,-0.0812569029424705,-1.29640137438541,-0.773409962441493,0.238556870290422,0.0377478919617955,-1.08659091618554
-0.0499999999999998,-1.4,0.0423652448339117,-0.474114670528372,-0.618165792228352,0.323082313576087,0.937959712196615,-1.62779187123743,0.344966058286937,0.359476718398526
0,-1.4,0.437757658249574,-0.0333092102121037,0.0463010050215098,-1.92760303141419,0.0265471084538746,-0.955353566339631,-1.14780048148144,1.01002026932679
0.05,-1.4,-0.280200374765149,-0.621635034023536,0.000488088324093224,0.220395696827257,-0.244252292631952,-0.182177890236421,-0.155958983454586,-0.426536914304718
0.1,-1.4,1.06317700918725,-0.684081865476244,-0.689467001398448,0.58395282711693,0.71634146683925,-1.19203187280872,-1.64177993581353,0.336100991909163
0.15,-1.4,-1.33372350811748,0.253036266270272,0.877736280637129,1.73141161975363,0.682886432854203,-0.6097261423516,-0.424594265708592,-2.07342171399361
0.2,-1.4,-0.501953168103147,1.13150974559941,-1.77316007576407,-0.24281378434951,-0.627070539635928,-0.957644342584799,-1.09953867208756,1.1612874720016
0.25,-1.4,0.673785866948053,-0.512462892602165,-0.416364369005566,-1.03079827065766,1.01613721897913,0.328182268076569,1.37816522944324,0.224280269452035
0.3,-1.4,1.53023352621815,-0.218722803147212,1.43773261334504,-0.809980044829971,-0.829365549246751,-1.59926230542384,1.5337202115096,0.557720842997538
0.35,-1.4,0.733656580375888,-0.282653713373767,2.55121712539839,0.833244272120532,-0.613530125678665,-0.709021083801977,1.5318789524022,1.18910943566535
0.4,-1.4,0.875038841755141,-0.119986785099521,-0.291469878146864,-1.17160960250582,-0.910217134679669,0.182546220524323,0.404340665748051,-0.34758196490479
0.45,-1.4,-1.01495730503829,0.673319983269175,1.02999071164682,1.52930174569669,0.459294006071577,0.984358516402143,-0.606391163825938,0.599552292028875
0.5,-1.4,-1.40028322409567,-0.432945085116358,0.0483361364912558,-0.272464559121596,-0.535538547701114,0.914401921908724,-0.333238213759565,-0.24896042509066
0.55,-1.4,0.0198475524084454,-1.37293625923082,0.0867955632264137,0.79635873244089,-0.654801893411503,-0.0535418323097675,-0.603413333072637,0.200931736078435
0.6,-1.4,-0.188546354242407,0.775282148187189,0.121031189331985,-0.585369301994774,-1.06127658986786,0.369935692616823,-0.883534527270968,-0.373209721188697
0.65,-1.4,-0.778411820002624,0.499463253875964,0.458809276730573,1.3328099851843,1.27393052948074,-0.518793429963118,1.80470279796686,1.60396845679358
0.7,-1.4,-0.104178688286529,-0.303052876952952,-0.36882846008147,0.50157292754886,-0.341192373877645,-0.917410823271321,-1.17297017560269,0.185190604248705
0.75,-1.4,0.991423566233713,-0.405294160729089,1.00815537239859,-0.0332370093509762,-0.825963227763874,0.0116357744425719,0.357883979092129,-0.456397312948449
0.8,-1.4,-0.257612893817303,-0.37080905123666,-0.361111903530521,1.18869580213186,0.679673317439058,-0.382700544799392,-0.719497955847224,-0.586110099665969
0.85,-1.4,0.0548078797419158,-1.40974074170437,-0.852060226253344,-0.698989300147383,-0.480956879467441,0.14487524629501,-0.215693132142717,0.830213421438111
0.9,-1.4,-1.4481105157137,0.999014426872764,-0.213653296586601,0.120142116061014,1.99568270534495,-0.89271339255771,-0.770357584594256,-0.516665575983429
0.95,-1.4,0.293598446323102,-0.270392578106726,-2.60969686076957,0.0301005259069288,0.58606670731231,-0.758471173241887,-0.985491445439514,0.182668196727203
1,-1.4,0.385347162669272,2.07130638149878,0.675309617259615,-0.584130135399822,1.96942202041994,0.463884763072403,0.152584852045607,0.75694806977334
1.05,-1.4,-1.02228415029443,-0.823213201690778,-0.926327852941392,0.0492345222332067,-0.140105625681161,-0.984304751722551,0.229530138580617,-0.32576256333291
1.1,-1.4,2.92630161081111,-0.102305515888094,-1.5219172831194,-1.05545685402271,0.281461504567741,-0.449649661920455,1.89799512503814,-0.816794306993363
1.15,-1.4,-0.514003449445528,0.610812551292937,0.562806553492134,-2.46576266519664,-2.17818745504011,-0.601565892705117,1.87718515342183,0.193326352760619
1.2,-1.4,0.977137567371322,2.49808974907513,0.308217360723751,0.63089127727986,-0.461815219099066,0.181523327855066,1.09232961139921,-0.433784499368249
